station_code,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,dominant_topic,purity,poi_count,longitude,latitude,label,supplemented_from,supplemented_station_name,supplemented_via_compound
14399,0.0277676693357549,0.0277931648109931,0.0278040318640007,0.0277703414715688,0.888864792517682,Topic_5,0.888864792517682,4,103.808517268979,1.27767193047775,Retail & Personal Care,,,
14401,0.632609148000339,0.298737140603619,0.0228874797626004,0.0228761602496193,0.0228900713838218,Topic_1,0.632609148000339,5,103.802127669705,1.27219631377483,Education & Professional Services,,,
14419,0.0168767294073935,0.932481642319206,0.016881206879867,0.0168716801170379,0.0168887412764954,Topic_2,0.932481642319206,7,103.801074127646,1.26731639400103,Dining & Hospitality,,,
14429,0.00828873279389928,0.966940225998272,0.00825163772573321,0.00825769664383993,0.00826170683825588,Topic_2,0.966940225998272,15,103.803689744176,1.26708226457787,Dining & Hospitality,,,
14471,0.0354755441312314,0.0354551996262967,0.0354142038136182,0.537725390728404,0.35592966170045,Topic_4,0.537725390728404,3,103.806717163943,1.2820373122171,Industrial & Automotive,,,
14489,0.00343249696487603,0.660477342537017,0.00343519825913122,0.00343454707650305,0.329220415162473,Topic_2,0.660477342537017,37,103.821649220538,1.27225137562176,Dining & Hospitality,,,
14499,0.00362715977974631,0.681527573990187,0.101545025102736,0.00362198956069465,0.209678251566636,Topic_2,0.681527573990187,35,103.807872703845,1.27296203067802,Dining & Hospitality,,,
14509,0.203322522236668,0.00776186384856564,0.263815559723942,0.00775645344557418,0.51734360074525,Topic_5,0.51734360074525,16,103.806826327224,1.27566042513367,Retail & Personal Care,,,
14519,0.000623003413907423,0.647654613741554,0.350478740344971,0.000621522316146804,0.000622120183421417,Topic_2,0.647654613741554,207,103.824031384306,1.25576918590192,Dining & Hospitality,,,
15041,0.341399051852473,0.190206582172355,0.465148236194274,0.00162361631101537,0.00162251346988245,Topic_3,0.465148236194274,79,103.801823516524,1.27463235696702,Mixed-Use & Community,,,
